fecha,timestamp,R:v,R:i,R:p,R:q,S:v,S:i,S:p,S:q,T:v,T:i,T:p,T:q
2023/05/11 13:50:01,1683823801,229.7,1.1,38,-1,231.3,1.3,130,-10,230.1,1.1,38,-22
2023/05/11 13:55:00,1683824100,228.8,1.3,40,2,230.7,1.3,122,-1,229.4,1.1,28,-24
2023/05/11 14:00:01,1683824401,229.2,1.2,45,1,230.9,1.2,126,0,229.5,1.2,43,-4
2023/05/11 14:05:00,1683824700,229.2,1.2,55,-1,230.7,1.4,122,-6,229.4,1.1,36,-19
2023/05/11 14:10:01,1683825001,229.9,1.2,61,-5,231.6,1.4,133,3,230.3,1.0,20,-22
2023/05/11 14:15:00,1683825300,230.2,1.1,49,3,231.7,1.4,125,15,230.5,1.2,30,-13
2023/05/11 14:20:01,1683825601,229.1,1.2,71,-5,230.8,1.4,132,2,229.4,1.3,51,6
2023/05/11 14:25:00,1683825900,228.3,1.2,46,-1,230.0,1.4,128,-10,228.6,1.1,33,-12
2023/05/11 14:30:01,1683826201,227.7,1.2,40,-5,229.5,1.3,130,-4,228.3,1.2,53,5
2023/05/11 14:35:00,1683826500,228.6,1.0,55,5,230.6,1.3,131,-10,229.3,1.1,39,-17
2023/05/11 14:40:01,1683826801,228.6,1.2,52,5,230.2,1.4,135,13,228.9,1.2,33,-27
2023/05/11 14:45:00,1683827100,228.6,1.1,61,-2,230.4,1.4,129,-10,229.1,1.1,38,-20
2023/05/11 14:50:01,1683827401,228.5,1.2,39,3,230.7,1.4,140,-10,229.4,1.2,32,-46
2023/05/11 14:55:00,1683827700,229.3,1.2,60,2,230.9,1.2,132,9,229.6,1.2,45,-6
2023/05/11 15:00:01,1683828001,229.1,1.2,25,4,230.9,1.3,124,13,229.9,1.1,29,-23
2023/05/11 15:05:00,1683828300,228.7,1.2,48,-3,230.4,1.4,119,1,229.3,1.2,49,-4
2023/05/11 15:10:01,1683828601,229.3,1.2,41,-4,231.0,1.4,131,2,229.8,1.2,30,-22
2023/05/11 15:15:00,1683828900,228.9,1.2,47,-6,230.6,1.4,135,-13,229.4,1.2,33,-11
2023/05/11 15:20:00,1683829200,229.6,1.2,58,-7,231.4,1.4,132,-7,230.3,0.9,34,8
2023/05/11 15:25:00,1683829500,229.1,1.2,52,-5,230.8,1.4,123,-9,229.7,1.1,25,-13
2023/05/11 15:30:00,1683829800,229.5,1.2,41,-9,231.4,1.3,131,6,230.3,1.0,30,-13
2023/05/11 15:35:00,1683830100,229.8,1.2,57,3,231.6,1.4,133,-10,230.4,1.1,33,-9
2023/05/11 15:40:00,1683830400,227.0,1.1,44,-6,228.8,1.2,129,-2,227.5,1.2,40,-1
2023/05/11 15:45:00,1683830700,228.8,1.2,39,-3,230.7,1.3,122,10,229.2,1.2,29,-31
2023/05/11 15:50:01,1683831001,227.9,1.1,44,7,229.3,1.4,138,5,228.4,1.1,34,-18
2023/05/11 15:55:00,1683831300,227.5,1.1,47,3,229.3,1.2,131,-3,228.1,1.1,41,-22
2023/05/11 16:00:01,1683831601,227.5,1.0,41,1,229.4,1.3,134,6,228.2,1.2,30,-22
2023/05/11 16:05:00,1683831900,228.2,1.0,36,-4,230.2,1.4,124,-20,228.9,1.2,35,-36
2023/05/11 16:10:00,1683832200,227.8,0.9,44,-5,229.7,1.4,135,-2,228.7,1.2,22,-40
2023/05/11 16:15:01,1683832501,228.1,1.0,50,10,229.8,1.3,125,3,228.8,1.2,46,-21
2023/05/11 16:20:00,1683832800,228.5,1.2,62,5,230.5,1.4,139,-14,229.4,1.1,29,-14
2023/05/11 16:25:01,1683833101,228.0,1.2,43,15,229.6,1.2,126,4,228.6,1.2,36,-12
2023/05/11 16:30:00,1683833400,229.4,1.1,32,-7,231.4,1.4,124,-14,230.2,1.2,39,-7
2023/05/11 16:35:01,1683833701,229.1,1.0,50,5,231.0,1.4,126,7,229.7,1.2,35,-10
2023/05/11 16:40:00,1683834000,228.9,1.0,48,-6,230.8,1.4,128,-10,229.7,1.2,38,-19
2023/05/11 16:45:01,1683834301,228.9,1.2,45,-3,230.6,1.3,125,1,229.5,1.1,40,-11
2023/05/11 16:50:00,1683834600,229.5,1.1,48,13,231.4,1.4,128,-3,230.2,1.2,34,-12
2023/05/11 16:55:01,1683834901,229.3,1.1,53,-8,231.4,1.3,141,-3,230.2,1.1,29,-15
2023/05/11 17:00:00,1683835200,229.1,1.0,56,7,231.0,1.4,124,-19,230.0,1.2,35,-4
2023/05/11 17:05:01,1683835501,228.6,1.0,40,-4,230.5,1.4,129,-7,229.5,1.2,31,-14
2023/05/11 17:10:00,1683835800,229.3,1.1,50,7,230.9,1.2,136,-3,229.7,1.0,54,-20
2023/05/11 17:15:01,1683836101,231.3,1.2,33,8,233.1,1.3,134,-12,231.8,1.1,38,-9
2023/05/11 17:20:00,1683836400,228.0,1.2,44,-5,229.9,1.4,128,-6,228.6,1.2,56,-7
2023/05/11 17:25:01,1683836701,227.5,1.0,47,-7,229.3,1.3,132,-11,228.2,1.0,36,-16
2023/05/11 17:30:00,1683837000,227.4,1.2,41,6,229.4,1.4,130,-9,228.3,1.1,37,-15
2023/05/11 17:35:01,1683837301,227.5,1.2,41,1,229.4,1.3,126,-10,228.7,1.1,40,-8
2023/05/11 17:40:00,1683837600,227.5,1.1,36,-4,229.5,1.4,130,-4,228.4,1.2,41,-7
2023/05/11 17:45:00,1683837900,227.5,1.2,46,4,229.4,1.4,136,-4,228.3,1.2,45,-8
2023/05/11 17:50:01,1683838201,227.2,1.1,38,-6,229.3,1.4,128,-6,228.1,1.2,53,3
2023/05/11 17:55:00,1683838500,226.1,1.2,48,0,228.1,1.4,129,-16,227.0,1.2,31,-15
2023/05/11 18:00:01,1683838801,228.5,1.2,36,10,230.7,1.4,121,2,230.1,1.2,39,-18
2023/05/11 18:05:00,1683839100,228.0,1.0,42,-4,230.2,1.2,132,-13,229.0,1.0,45,-7
2023/05/11 18:10:01,1683839401,228.4,1.0,53,5,230.6,1.3,126,-1,229.7,1.0,14,-41
2023/05/11 18:15:00,1683839700,228.1,1.1,52,9,230.6,1.4,117,-3,229.4,1.1,17,-33
2023/05/11 18:20:01,1683840001,227.9,1.2,46,-6,230.4,1.4,122,-13,229.2,1.2,30,-22
2023/05/11 18:25:00,1683840300,228.2,1.3,33,3,230.7,1.4,130,10,229.3,1.2,35,-31
2023/05/11 18:30:01,1683840601,227.7,1.1,38,1,230.4,1.3,125,-5,229.1,1.0,40,-10
2023/05/11 18:35:00,1683840900,227.6,1.3,41,-2,230.0,1.3,128,-9,228.7,1.2,42,-5
2023/05/11 18:40:01,1683841201,226.5,1.1,54,-4,229.2,1.4,120,-6,227.9,1.2,35,-26
2023/05/11 18:45:00,1683841500,227.4,1.1,44,-1,230.4,1.3,131,-14,229.1,1.2,27,-23
2023/05/11 18:50:02,1683841802,227.5,1.2,34,7,230.2,1.3,128,-7,229.1,1.1,38,-35
2023/05/11 18:55:00,1683842100,227.5,1.1,44,11,230.5,1.2,123,-20,229.0,1.1,41,-25
2023/05/11 19:00:01,1683842401,226.8,1.2,42,13,229.7,1.3,126,-6,228.2,1.2,37,-14
2023/05/11 19:07:19,1683842839,227.2,1.2,41,16,230.3,1.2,135,-5,229.1,1.1,40,-19
2023/05/11 19:10:00,1683843000,227.4,0.9,44,-11,230.2,1.3,123,-6,229.0,1.1,39,-26
2023/05/11 19:15:37,1683843337,226.5,1.2,54,12,229.2,1.4,122,4,228.1,1.1,40,-29
2023/05/11 19:20:00,1683843600,225.9,1.1,38,6,229.0,1.4,127,-22,227.8,1.2,35,-26
2023/05/11 19:25:04,1683843904,229.2,1.2,52,2,232.1,1.2,119,-4,231.1,1.1,40,-33
2023/05/11 19:30:00,1683844200,229.0,1.1,36,-6,231.9,1.4,137,-11,230.5,1.2,24,-50
2023/05/11 19:35:01,1683844501,228.1,1.1,36,5,231.2,1.4,133,-3,229.9,1.2,40,-28
2023/05/11 19:40:00,1683844800,228.8,1.0,33,-4,231.6,1.4,123,-7,230.4,1.0,34,-23
2023/05/11 19:46:46,1683845206,229.5,1.1,25,5,232.5,1.4,128,-7,231.2,1.2,33,-22
2023/05/11 19:50:05,1683845405,228.9,1.2,42,5,232.0,1.3,126,-8,230.8,1.2,45,-37
2023/05/11 19:55:03,1683845703,228.9,1.1,41,7,231.6,1.3,130,-13,230.3,1.1,36,-18
2023/05/11 20:01:40,1683846100,228.3,1.2,32,12,231.4,1.4,133,-8,229.9,1.2,30,-27
2023/05/11 20:05:01,1683846301,227.9,1.2,46,-6,231.2,1.3,124,-13,229.4,1.2,40,-27
2023/05/11 20:10:00,1683846600,229.0,1.2,32,19,231.8,1.2,134,-2,230.4,1.2,33,-25
2023/05/11 20:15:35,1683846935,227.2,1.2,54,13,230.4,1.3,130,-13,229.1,1.0,47,-11
2023/05/11 20:20:32,1683847232,227.3,1.2,32,-6,230.4,1.4,118,-4,228.7,1.1,28,-15
2023/05/11 20:27:12,1683847632,227.9,1.2,55,19,231.1,1.4,127,-9,229.7,1.1,46,-25
2023/05/11 20:30:41,1683847841,227.2,1.2,55,-7,230.4,1.2,133,0,229.2,1.2,29,-46
2023/05/11 20:35:53,1683848153,227.4,1.0,47,11,230.8,1.3,135,-8,229.2,1.2,52,-4
2023/05/11 20:41:06,1683848466,227.5,1.2,37,1,230.8,1.2,117,-4,229.5,1.2,21,-26
2023/05/11 20:47:00,1683848820,228.1,1.2,46,2,231.6,1.4,127,-12,230.4,1.1,34,-36
2023/05/11 20:50:00,1683849000,228.4,1.2,50,9,232.0,1.4,131,-10,230.1,1.2,44,-16
2023/05/11 20:56:12,1683849372,227.8,1.1,26,-6,231.0,1.4,137,-20,229.5,1.2,47,-21
2023/05/11 21:01:09,1683849669,228.0,1.1,39,7,231.1,1.4,118,-10,229.7,1.2,58,-27
2023/05/11 21:06:36,1683849996,228.1,1.0,49,9,231.5,1.3,138,-15,230.0,1.2,40,-25
2023/05/11 21:10:07,1683850207,228.4,1.2,45,1,231.9,1.4,126,-20,230.5,1.2,43,-29
2023/05/11 21:15:06,1683850506,228.0,1.1,45,5,231.3,1.4,124,-13,230.1,1.3,40,-22
2023/05/11 21:20:01,1683850801,228.9,1.0,57,2,232.4,1.4,133,4,230.9,1.2,34,-15
2023/05/11 21:25:46,1683851146,228.6,1.2,35,1,231.9,1.4,126,-4,230.6,1.2,35,-40
2023/05/11 21:30:01,1683851401,228.6,1.2,37,-9,232.0,1.4,127,-8,230.6,1.2,24,-58
2023/05/11 21:35:00,1683851700,228.2,1.2,48,7,231.7,1.5,132,-12,230.4,1.2,49,-19
2023/05/11 21:40:01,1683852001,228.8,1.2,35,4,232.2,1.3,127,-10,230.8,1.2,52,-6
2023/05/11 21:45:00,1683852300,229.2,1.1,44,7,232.6,1.3,126,-3,231.4,1.2,41,-28
2023/05/11 21:50:01,1683852601,229.5,1.1,40,-5,232.9,1.2,130,-17,231.3,1.3,47,-30
2023/05/11 21:55:00,1683852900,229.6,1.2,43,13,233.1,1.4,125,-24,231.8,1.2,35,-28
2023/05/11 22:00:01,1683853201,230.1,1.2,33,10,233.4,1.4,126,-1,232.3,1.2,55,-27
2023/05/11 22:05:00,1683853500,229.7,1.2,54,4,233.1,1.4,132,-10,231.7,1.2,40,-15
2023/05/11 22:10:01,1683853801,230.0,1.2,46,17,233.1,1.4,135,-8,232.0,1.3,44,-22
2023/05/11 22:15:00,1683854100,230.5,1.1,40,5,233.8,1.2,122,-16,232.4,1.2,33,-32
2023/05/11 22:20:01,1683854401,227.7,1.0,48,5,231.1,1.3,126,-24,229.6,1.2,30,-20
2023/05/11 22:25:00,1683854700,228.3,1.2,51,-4,231.5,1.2,134,-5,230.2,1.2,44,-15
2023/05/11 22:30:00,1683855000,228.9,1.2,45,4,232.4,1.3,129,-9,231.2,1.2,8,-36
2023/05/11 22:35:01,1683855301,228.8,1.1,51,12,232.0,1.4,126,-4,230.7,1.2,38,-31
